listing_id,seller_id,material_type,quantity_kg,price_per_kg,latitude,longitude,industry,quality_grade,available_monthly,created_at
L1377,C217,Organic,349,1.14,31.914983,78.116434,Textile,B,True,2026-01-29T22:27:27.239852
L1378,C278,Wood,1666,2.08,29.80254,78.6021,Construction,C,True,2026-02-14T22:27:27.239904
L1379,C314,Metal_Scrap,2655,35.23,31.541703,79.528711,Energy,C,True,2026-02-02T22:27:27.239948
L1380,C148,Glass,3993,8.99,14.63281,80.321307,Pharmaceutical,B,True,2026-02-14T22:27:27.239992
L1381,C491,Wood,752,5.8,22.841434,75.895124,Chemical,B,False,2026-02-16T22:27:27.240036
L1382,C269,Glass,3911,10.0,29.796437,78.783719,Pharmaceutical,C,True,2026-02-27T22:27:27.240079
L1383,C272,Metal_Scrap,1820,38.31,24.8289,76.882619,Pharmaceutical,B,True,2026-01-31T22:27:27.240123
L1384,C430,Textile,3215,8.33,20.270356,81.068506,Energy,A,True,2026-02-06T22:27:27.240166
L1385,C193,E_Waste,2113,49.94,31.672012,75.258631,Textile,A,False,2026-01-29T22:27:27.240209
L1386,C423,Wood,1112,5.75,29.236242,78.365728,Energy,C,True,2026-02-20T22:27:27.240252
L1387,C466,Glass,3995,9.55,29.360674,74.443677,Manufacturing,B,True,2026-02-21T22:27:27.240296
L1388,C002,Organic,4931,2.16,21.903973,76.699593,Electronics,C,True,2026-02-20T22:27:27.240339
L1389,C342,Metal_Scrap,365,26.05,24.507968,75.667942,Construction,B,True,2026-02-15T22:27:27.240382
L1390,C498,Metal_Scrap,1399,15.56,20.781225,75.233604,Manufacturing,B,True,2026-02-04T22:27:27.240425
L1391,C279,Paper,1866,2.25,30.606427,76.128096,Chemical,A,True,2026-02-10T22:27:27.240468
L1392,C294,Textile,514,8.77,21.389462,80.867707,Automotive,C,True,2026-02-27T22:27:27.240511
L1393,C127,Glass,2620,3.79,29.790257,77.697602,Construction,B,True,2026-01-30T22:27:27.240555
L1394,C211,Wood,82,2.56,28.288446,78.6318,Energy,B,True,2026-02-03T22:27:27.240598
L1395,C381,E_Waste,1063,36.85,16.709239,81.395266,Electronics,C,True,2026-02-19T22:27:27.240641
L1396,C109,Textile,2494,7.36,23.342614,77.801637,Pharmaceutical,A,False,2026-02-19T22:27:27.240684
L1397,C173,Metal_Scrap,296,32.8,27.493877,75.670297,Electronics,C,True,2026-02-17T22:27:27.240727
L1398,C392,Metal_Scrap,1443,33.97,23.971169,75.100844,Construction,A,False,2026-02-08T22:27:27.240770
L1399,C217,Textile,2830,8.88,30.391008,74.281808,Textile,C,True,2026-02-08T22:27:27.240813
L1400,C197,Plastic,1603,17.39,21.03206,76.648678,Manufacturing,B,True,2026-02-07T22:27:27.240866
L1401,C363,Paper,3583,6.07,26.193667,87.18878,Manufacturing,C,False,2026-02-15T22:27:27.240914
L1402,C117,Organic,4020,2.26,24.480433,78.820119,Chemical,B,True,2026-02-22T22:27:27.240958
L1403,C493,Paper,1781,5.0,29.157221,76.793937,Automotive,C,True,2026-02-10T22:27:27.241002
L1404,C226,Textile,3246,4.91,28.521867,74.582898,Electronics,A,True,2026-02-20T22:27:27.241046
L1405,C112,Metal_Scrap,1116,18.71,24.932559,78.156015,Energy,A,False,2026-02-22T22:27:27.241090
L1406,C128,Organic,2708,1.38,20.924517,81.176233,Manufacturing,A,True,2026-02-15T22:27:27.241136
L1407,C496,Metal_Scrap,1298,20.09,24.461413,78.858419,Food_Processing,A,True,2026-02-02T22:27:27.241180
L1408,C034,Organic,1280,2.33,13.20166,80.752837,Electronics,A,True,2026-02-05T22:27:27.241223
L1409,C191,Metal_Scrap,2733,19.66,21.219197,80.104831,Electronics,A,True,2026-01-31T22:27:27.241266
L1410,C197,Metal_Scrap,3382,36.53,24.643353,84.865429,Manufacturing,A,False,2026-02-14T22:27:27.241308
L1411,C394,Construction_Debris,4641,1.3,23.358123,76.036852,Steel,C,True,2026-01-31T22:27:27.241351
L1412,C311,Plastic,3469,18.84,30.662162,76.903999,Construction,B,True,2026-02-20T22:27:27.241394
L1413,C429,Plastic,2860,14.28,22.981629,76.706505,Manufacturing,C,True,2026-02-04T22:27:27.241437
L1414,C033,Metal_Scrap,157,29.62,10.208317,78.998418,Chemical,A,True,2026-02-18T22:27:27.241480
L1415,C105,Construction_Debris,1915,3.11,12.346394,81.204125,Pharmaceutical,B,False,2026-02-02T22:27:27.241523
L1416,C188,Wood,3477,3.53,20.099983,83.340585,Construction,B,True,2026-02-20T22:27:27.241566
L1417,C092,Construction_Debris,206,3.64,25.448265,88.952926,Food_Processing,A,False,2026-02-14T22:27:27.241608
L1418,C209,Metal_Scrap,2997,23.71,23.954935,77.885055,Pharmaceutical,A,False,2026-02-03T22:27:27.241651
L1419,C394,Metal_Scrap,1411,32.33,15.179696,80.347327,Manufacturing,B,True,2026-02-04T22:27:27.241694
L1420,C339,Plastic,281,10.69,24.814083,87.102412,Manufacturing,B,True,2026-02-15T22:27:27.241736
L1421,C092,Plastic,515,6.71,23.623409,75.749926,Steel,C,False,2026-02-26T22:27:27.241779
L1422,C098,E_Waste,2557,53.83,24.510414,76.036406,Automotive,C,True,2026-02-18T22:27:27.241821
L1423,C299,E_Waste,4036,50.62,20.043281,76.148152,Manufacturing,A,True,2026-02-02T22:27:27.241875
L1424,C411,Organic,4813,0.89,12.073549,76.254669,Construction,C,True,2026-02-06T22:27:27.241921
L1425,C032,Metal_Scrap,4551,21.75,31.532252,76.97449,Food_Processing,B,False,2026-02-05T22:27:27.241964
L1426,C343,Organic,694,0.76,23.359877,76.93692,Textile,C,True,2026-02-13T22:27:27.242008
L1427,C272,Construction_Debris,576,2.79,27.565821,79.957486,Energy,B,True,2026-02-26T22:27:27.242050
L1428,C167,Wood,4042,2.06,24.379793,75.291271,Pharmaceutical,C,True,2026-02-06T22:27:27.242093
L1429,C445,Metal_Scrap,2197,31.9,24.306862,81.502656,Automotive,C,True,2026-02-24T22:27:27.242136
L1430,C176,Paper,2661,3.52,21.589853,81.820491,Manufacturing,C,True,2026-02-12T22:27:27.242179
L1431,C376,Metal_Scrap,4254,34.5,31.885118,74.0201,Chemical,B,True,2026-02-20T22:27:27.242222
L1432,C254,Construction_Debris,3401,1.44,23.988337,75.774904,Energy,C,False,2026-02-07T22:27:27.242265
L1433,C280,Construction_Debris,581,1.8,22.670937,89.794564,Electronics,A,True,2026-02-07T22:27:27.242308
L1434,C074,Plastic,726,16.37,25.033633,86.966464,Automotive,A,True,2026-02-21T22:27:27.242351
L1435,C374,Organic,2256,2.73,21.620689,80.870129,Construction,C,False,2026-02-10T22:27:27.242394
L1436,C301,Paper,3123,6.38,31.495803,75.204705,Pharmaceutical,C,True,2026-02-12T22:27:27.242437
L1437,C455,Plastic,2723,13.84,21.711386,76.941273,Textile,A,True,2026-02-08T22:27:27.242479
L1438,C062,Paper,2417,5.35,10.823868,77.676446,Construction,B,True,2026-02-03T22:27:27.242522
L1439,C086,Metal_Scrap,2741,26.22,23.48029,81.179593,Automotive,C,True,2026-02-13T22:27:27.242565
L1440,C089,Metal_Scrap,4839,36.77,16.864759,80.615136,Construction,B,True,2026-02-27T22:27:27.242608
L1441,C420,Plastic,3488,14.74,22.675955,82.742036,Automotive,C,True,2026-02-17T22:27:27.242651
L1442,C452,Textile,4492,8.66,28.042554,76.879916,Energy,A,True,2026-02-09T22:27:27.242694
L1443,C181,Metal_Scrap,1015,18.63,22.13884,81.633464,Electronics,C,True,2026-02-04T22:27:27.242737
L1444,C028,Construction_Debris,1570,2.66,24.342232,81.943878,Automotive,C,True,2026-02-12T22:27:27.242831
L1445,C030,Glass,2989,6.71,24.079899,79.754902,Steel,A,True,2026-02-21T22:27:27.242894
L1446,C421,Metal_Scrap,4120,34.9,22.78084,85.319234,Chemical,C,True,2026-02-07T22:27:27.242939
L1447,C052,Glass,4932,6.53,14.205077,77.366245,Energy,C,False,2026-02-25T22:27:27.242983
L1448,C126,Paper,4702,5.14,22.318533,81.868246,Construction,C,True,2026-02-02T22:27:27.243026
L1449,C444,Metal_Scrap,4801,25.29,15.668911,76.379034,Automotive,B,True,2026-02-08T22:27:27.243070
L1450,C198,Wood,856,3.23,21.869031,79.490586,Energy,B,True,2026-02-18T22:27:27.243113
L1451,C062,Metal_Scrap,1507,16.0,31.353343,76.998003,Construction,C,False,2026-02-06T22:27:27.243156
L1452,C135,Textile,2927,10.96,21.506981,87.291186,Manufacturing,B,True,2026-02-18T22:27:27.243199
L1453,C340,Glass,2346,7.54,21.510956,85.115525,Construction,B,True,2026-02-07T22:27:27.243242
L1454,C139,Wood,1952,3.29,10.320533,79.523923,Food_Processing,C,True,2026-02-05T22:27:27.243284
L1455,C477,Plastic,85,12.92,24.917226,79.471944,Construction,A,True,2026-02-18T22:27:27.243327
L1456,C059,Metal_Scrap,3960,31.84,21.935884,75.689706,Pharmaceutical,B,True,2026-02-22T22:27:27.243386
L1457,C234,E_Waste,1015,57.88,23.028359,75.8144,Pharmaceutical,A,False,2026-02-17T22:27:27.243430
L1458,C465,Metal_Scrap,4082,16.76,28.119641,79.610676,Chemical,C,True,2026-02-25T22:27:27.243474
L1459,C439,Plastic,1830,10.33,31.454158,76.667816,Electronics,B,False,2026-02-25T22:27:27.243517
L1460,C207,Plastic,1340,14.48,28.516498,76.468495,Energy,B,True,2026-02-26T22:27:27.243560
L1461,C124,Metal_Scrap,2839,24.67,14.018913,80.291772,Energy,B,True,2026-02-17T22:27:27.243603
L1462,C080,Metal_Scrap,3224,26.28,30.506726,76.650722,Textile,C,False,2026-02-02T22:27:27.243646
L1463,C180,Plastic,2487,17.61,21.342409,80.652042,Energy,B,True,2026-01-31T22:27:27.243689
L1464,C300,Organic,2381,1.63,24.363963,78.723921,Steel,C,True,2026-02-10T22:27:27.243732
L1465,C259,Construction_Debris,2967,2.03,31.616346,75.107251,Electronics,B,True,2026-02-04T22:27:27.243775
L1466,C385,Organic,462,1.83,21.254216,78.996433,Textile,C,True,2026-02-04T22:27:27.243818
L1467,C430,Organic,671,2.64,21.23522,79.615509,Pharmaceutical,A,True,2026-02-02T22:27:27.243860
L1468,C270,Plastic,3342,18.92,29.519162,77.830672,Pharmaceutical,B,True,2026-02-27T22:27:27.243903
L1469,C177,E_Waste,742,66.68,22.213501,87.110936,Construction,C,False,2026-02-17T22:27:27.243947
L1470,C096,Plastic,3066,8.52,23.422575,85.816688,Steel,A,False,2026-02-14T22:27:27.243990
L1471,C340,Organic,1906,1.7,20.001294,77.074638,Energy,A,True,2026-02-18T22:27:27.244032
L1472,C256,Paper,807,5.99,22.055742,81.47439,Pharmaceutical,C,True,2026-02-10T22:27:27.244075
L1473,C393,Plastic,3249,6.43,21.927209,81.921063,Electronics,B,True,2026-02-05T22:27:27.244118
L1474,C355,Paper,2360,3.56,20.257368,77.769316,Manufacturing,A,False,2026-02-21T22:27:27.244161
L1475,C199,Construction_Debris,773,3.0,13.674978,81.793294,Manufacturing,A,True,2026-02-26T22:27:27.244204
L1476,C291,E_Waste,3917,42.01,12.500279,78.948277,Chemical,A,True,2026-02-08T22:27:27.244247
L1477,C246,Metal_Scrap,3222,25.51,27.478215,79.37813,Electronics,B,True,2026-02-01T22:27:27.244290
L1478,C298,Construction_Debris,3209,4.6,22.924338,79.085683,Manufacturing,C,True,2026-01-31T22:27:27.244332
L1479,C284,Plastic,4197,11.25,31.49592,75.880464,Electronics,A,False,2026-02-12T22:27:27.244390
L1480,C490,Plastic,4651,13.81,24.542984,75.895925,Manufacturing,C,False,2026-01-31T22:27:27.244436
L1481,C482,Plastic,188,13.01,23.111174,75.344535,Automotive,A,False,2026-02-20T22:27:27.244479
L1482,C295,Construction_Debris,2759,4.67,25.209496,82.932373,Manufacturing,A,True,2026-02-08T22:27:27.244523
L1483,C063,Wood,675,5.24,20.308724,88.352562,Energy,C,False,2026-02-21T22:27:27.244566
L1484,C238,Plastic,908,18.99,23.512928,75.738725,Chemical,B,True,2026-02-14T22:27:27.244609
L1485,C471,Plastic,460,19.82,21.587645,87.877596,Steel,B,False,2026-02-18T22:27:27.244651
L1486,C037,Glass,1001,6.66,23.614364,81.597883,Steel,C,True,2026-02-26T22:27:27.244695
L1487,C342,Metal_Scrap,1862,24.9,27.355984,78.632431,Automotive,C,True,2026-02-26T22:27:27.244737
L1488,C422,Organic,1358,1.04,28.484352,76.137972,Construction,C,True,2026-02-26T22:27:27.244780
L1489,C100,Organic,2882,1.04,23.476111,75.416908,Automotive,B,False,2026-02-08T22:27:27.244823
L1490,C188,Plastic,3574,15.56,17.913267,81.294764,Energy,A,True,2026-02-05T22:27:27.244866
L1491,C301,Metal_Scrap,1037,26.72,20.17716,75.001537,Energy,B,True,2026-02-14T22:27:27.244908
L1492,C311,Paper,422,3.72,22.747003,86.541701,Construction,B,True,2026-02-12T22:27:27.244951
L1493,C262,E_Waste,1877,75.35,15.231654,77.45075,Automotive,C,True,2026-02-04T22:27:27.244994
L1494,C417,Paper,468,6.47,29.459983,76.495516,Electronics,B,True,2026-02-21T22:27:27.245037
L1495,C353,Construction_Debris,221,2.02,29.363941,79.534523,Automotive,B,True,2026-02-01T22:27:27.245080
L1496,C198,Organic,641,2.6,22.074076,86.620668,Pharmaceutical,A,False,2026-02-16T22:27:27.245125
L1497,C257,Paper,3108,3.61,24.862349,79.310251,Manufacturing,B,True,2026-02-15T22:27:27.245169
L1498,C462,Metal_Scrap,3324,30.27,31.650287,76.823814,Manufacturing,B,True,2026-02-27T22:27:27.245212
L1499,C455,Organic,672,1.66,22.795753,75.600576,Chemical,A,True,2026-02-04T22:27:27.245255
L1500,C415,Metal_Scrap,4496,30.44,21.992816,88.507889,Manufacturing,B,False,2026-02-18T22:27:27.245298
L1501,C055,Textile,553,7.59,22.808657,77.172153,Electronics,A,True,2026-02-14T22:27:27.245341
L1502,C081,Plastic,4828,16.99,31.622436,76.717399,Steel,C,False,2026-02-12T22:27:27.245397
L1503,C223,Metal_Scrap,4097,38.59,24.053284,78.684368,Energy,C,False,2026-02-18T22:27:27.245442
L1504,C426,Metal_Scrap,2145,20.29,14.946328,78.326151,Food_Processing,B,True,2026-02-07T22:27:27.245485
L1505,C317,Metal_Scrap,2627,19.97,22.444054,83.517434,Electronics,A,True,2026-02-12T22:27:27.245529
L1506,C267,Metal_Scrap,3048,32.67,20.448929,79.150063,Pharmaceutical,A,False,2026-02-12T22:27:27.245572
L1507,C423,Organic,1569,1.63,23.056379,79.545599,Manufacturing,C,True,2026-01-31T22:27:27.245615
L1508,C254,Plastic,4197,7.91,29.559047,76.625835,Energy,B,True,2026-02-04T22:27:27.245658
L1509,C376,Metal_Scrap,2591,32.02,20.791355,76.871404,Manufacturing,B,True,2026-02-11T22:27:27.245701
L1510,C300,Metal_Scrap,3493,37.36,15.789793,76.719528,Construction,B,True,2026-02-01T22:27:27.245744
L1511,C338,Plastic,269,9.79,20.227687,79.482775,Steel,A,True,2026-02-03T22:27:27.245787
L1512,C061,Wood,2622,5.47,29.101201,77.5976,Food_Processing,C,True,2026-02-09T22:27:27.245830
L1513,C468,Metal_Scrap,508,38.37,29.928561,74.229838,Construction,A,True,2026-02-06T22:27:27.245873
L1514,C158,Metal_Scrap,3905,31.1,20.247089,79.872704,Energy,B,False,2026-02-09T22:27:27.245916
L1515,C199,Glass,158,3.12,21.260586,75.218881,Automotive,C,False,2026-02-23T22:27:27.245959
L1516,C145,Metal_Scrap,1356,36.96,13.288263,81.860878,Energy,A,True,2026-01-29T22:27:27.246002
L1517,C061,Metal_Scrap,348,33.36,24.973409,82.44821,Food_Processing,B,True,2026-02-09T22:27:27.246045
L1518,C022,Metal_Scrap,3728,19.57,23.362343,78.885494,Pharmaceutical,C,True,2026-02-02T22:27:27.246089
L1519,C211,Paper,1520,4.05,24.947622,78.116962,Electronics,A,True,2026-02-15T22:27:27.246132
L1520,C472,Paper,1848,2.85,28.737574,79.645815,Manufacturing,C,False,2026-01-29T22:27:27.246174
L1521,C302,Wood,2017,4.89,27.440474,78.548177,Textile,C,True,2026-02-13T22:27:27.246217
L1522,C397,Plastic,4500,17.19,26.506844,85.104255,Electronics,B,True,2026-02-21T22:27:27.246260
L1523,C488,Organic,347,2.53,23.90983,80.467802,Steel,B,True,2026-02-12T22:27:27.246303
L1524,C252,Organic,444,1.69,20.154539,76.161683,Chemical,A,True,2026-01-31T22:27:27.246349
L1525,C407,Metal_Scrap,3528,39.15,20.910657,75.763662,Food_Processing,C,True,2026-02-02T22:27:27.246402
L1526,C041,Metal_Scrap,704,30.52,25.967291,89.706546,Electronics,C,True,2026-02-23T22:27:27.246448
L1527,C389,E_Waste,1698,42.37,22.238604,76.79494,Pharmaceutical,B,True,2026-02-13T22:27:27.246492
L1528,C279,Glass,3657,3.94,27.124827,76.357095,Steel,A,True,2026-02-12T22:27:27.246536
L1529,C080,Construction_Debris,4135,2.75,30.512452,75.287218,Energy,B,True,2026-02-08T22:27:27.246579
L1530,C200,Organic,1066,2.59,23.109158,80.521607,Automotive,C,True,2026-02-14T22:27:27.246623
L1531,C232,Organic,54,1.59,14.786528,77.557292,Textile,A,True,2026-02-12T22:27:27.246665
L1532,C348,Metal_Scrap,4773,24.29,25.611055,87.279643,Chemical,B,True,2026-01-30T22:27:27.246708
L1533,C118,Metal_Scrap,4635,27.84,22.415433,89.828744,Construction,A,True,2026-02-17T22:27:27.246751
L1534,C242,Paper,2402,6.38,13.970274,80.864693,Manufacturing,C,True,2026-02-17T22:27:27.246794
L1535,C009,Metal_Scrap,4214,39.74,27.239032,76.05517,Chemical,B,True,2026-02-25T22:27:27.246836
L1536,C046,Textile,2180,10.38,21.751991,77.793074,Energy,C,False,2026-02-18T22:27:27.246880
L1537,C338,Plastic,1526,7.85,11.94538,78.24945,Steel,C,True,2026-02-17T22:27:27.246923
L1538,C017,Metal_Scrap,4023,17.08,21.113277,82.218399,Food_Processing,B,False,2026-02-17T22:27:27.246965
L1539,C370,Wood,3411,5.12,25.014826,87.271423,Electronics,B,False,2026-02-11T22:27:27.247008
L1540,C217,Plastic,2981,16.08,21.251031,80.664153,Energy,B,True,2026-02-08T22:27:27.247051
L1541,C218,Plastic,2443,5.4,27.980593,78.449098,Steel,B,False,2026-02-14T22:27:27.247094
L1542,C039,Plastic,3286,17.03,27.778943,79.842173,Automotive,C,True,2026-02-09T22:27:27.247136
L1543,C471,Wood,912,4.69,16.881566,78.158533,Food_Processing,B,True,2026-02-10T22:27:27.247178
L1544,C050,Metal_Scrap,2424,38.18,21.81901,79.262839,Chemical,B,False,2026-02-22T22:27:27.247221
L1545,C015,Organic,433,0.72,27.230011,76.595725,Energy,B,False,2026-02-25T22:27:27.247264
L1546,C156,Plastic,3306,8.91,20.728407,81.739426,Automotive,C,True,2026-02-03T22:27:27.247307
L1547,C299,Plastic,2292,12.7,30.687365,78.946162,Steel,A,True,2026-02-23T22:27:27.247355
L1548,C486,Glass,3099,3.52,22.831943,76.895216,Energy,A,True,2026-01-29T22:27:27.247405
L1549,C012,Construction_Debris,4819,4.96,24.138457,80.864988,Steel,B,True,2026-02-17T22:27:27.247449
L1550,C375,Metal_Scrap,4182,29.27,24.276861,89.074901,Pharmaceutical,A,True,2026-02-25T22:27:27.247493
L1551,C155,Glass,2088,5.03,24.282942,76.848354,Energy,A,False,2026-02-02T22:27:27.247536
L1552,C287,Metal_Scrap,556,38.24,28.077103,76.95331,Energy,C,False,2026-02-02T22:27:27.247579
L1553,C456,Organic,1432,1.17,21.631337,77.297682,Food_Processing,A,True,2026-01-31T22:27:27.247622
L1554,C058,Organic,2443,1.43,26.512264,84.084117,Electronics,C,True,2026-02-11T22:27:27.247666
L1555,C049,Wood,2079,4.55,30.378636,77.193891,Food_Processing,C,False,2026-02-10T22:27:27.247760
L1556,C125,Textile,3112,4.16,21.30765,78.290374,Pharmaceutical,A,True,2026-01-31T22:27:27.247810
L1557,C206,Paper,970,3.92,24.390459,75.142257,Manufacturing,B,True,2026-02-20T22:27:27.247855
L1558,C423,Metal_Scrap,1641,17.53,27.812764,78.299188,Automotive,A,True,2026-02-02T22:27:27.247899
L1559,C261,Plastic,4446,18.13,28.923977,79.092748,Food_Processing,A,True,2026-02-18T22:27:27.247943
L1560,C051,Plastic,3839,10.23,28.863838,76.469876,Energy,B,True,2026-02-02T22:27:27.247987
L1561,C343,Metal_Scrap,1036,35.18,31.603665,78.806391,Food_Processing,B,True,2026-02-26T22:27:27.248031
L1562,C406,Metal_Scrap,3981,28.48,13.195276,80.621541,Textile,B,True,2026-01-31T22:27:27.248074
L1563,C286,Wood,214,2.28,29.274853,76.358596,Automotive,B,False,2026-01-29T22:27:27.248119
L1564,C045,Metal_Scrap,4488,36.51,15.014763,81.762234,Electronics,A,True,2026-02-23T22:27:27.248163
L1565,C384,Metal_Scrap,1407,25.04,23.179473,76.272788,Steel,B,True,2026-02-22T22:27:27.248207
L1566,C047,Textile,1987,9.41,22.095489,75.378407,Automotive,A,False,2026-01-30T22:27:27.248253
L1567,C216,Paper,2043,3.61,14.420328,79.980597,Textile,C,True,2026-02-20T22:27:27.248298
L1568,C092,Paper,2166,7.63,24.753006,78.316987,Chemical,C,True,2026-02-23T22:27:27.248342
L1569,C168,Plastic,3512,9.13,21.892934,82.218344,Automotive,A,True,2026-02-04T22:27:27.248403
L1570,C185,Paper,544,6.46,30.119766,74.380402,Electronics,B,True,2026-02-08T22:27:27.248449
L1571,C387,Organic,522,2.13,13.13548,81.905919,Steel,C,False,2026-02-10T22:27:27.248495
L1572,C051,Construction_Debris,4645,2.92,24.48797,76.469026,Pharmaceutical,B,True,2026-01-31T22:27:27.248605
L1573,C266,Organic,2596,0.2,27.606354,74.995923,Manufacturing,C,True,2026-02-12T22:27:27.248720
L1574,C136,Metal_Scrap,4570,17.15,21.566509,80.717664,Energy,A,True,2026-02-24T22:27:27.248784
L1575,C187,Glass,117,3.14,20.201033,88.14661,Pharmaceutical,C,False,2026-02-02T22:27:27.248835
L1576,C142,Paper,3859,2.99,31.257943,74.426508,Electronics,B,False,2026-02-20T22:27:27.248914
L1577,C019,Paper,4664,2.2,10.836121,80.684979,Steel,A,True,2026-01-30T22:27:27.248976
L1578,C276,Plastic,2568,8.91,12.654252,79.696795,Electronics,C,True,2026-02-01T22:27:27.249019
L1579,C349,Metal_Scrap,4651,24.43,11.84132,80.90156,Chemical,B,False,2026-01-31T22:27:27.249059
L1580,C268,Organic,4738,1.95,20.49389,75.490059,Pharmaceutical,B,False,2026-01-29T22:27:27.249102
L1581,C410,Wood,1023,5.96,24.549597,79.058422,Electronics,A,True,2026-02-18T22:27:27.249146
L1582,C049,Plastic,2470,8.17,22.604266,88.635086,Textile,B,True,2026-02-11T22:27:27.249189
L1583,C399,Construction_Debris,3004,3.6,13.323886,79.072678,Chemical,B,True,2026-02-26T22:27:27.249234
L1584,C147,Metal_Scrap,1448,15.89,23.15106,80.17163,Pharmaceutical,C,True,2026-02-09T22:27:27.249277
L1585,C015,Metal_Scrap,4964,27.84,24.220187,81.097875,Construction,C,True,2026-01-31T22:27:27.249320
L1586,C293,Plastic,4281,13.55,12.248759,79.151454,Manufacturing,C,True,2026-02-17T22:27:27.249366
L1587,C409,Wood,2432,5.53,31.705763,74.967248,Automotive,B,True,2026-02-09T22:27:27.249409
L1588,C489,Organic,1084,1.56,20.17197,82.872229,Pharmaceutical,B,False,2026-02-17T22:27:27.249453
L1589,C001,Organic,3261,1.19,21.898781,79.606559,Textile,C,True,2026-02-12T22:27:27.249496
L1590,C252,Organic,2234,1.68,14.027352,81.81604,Chemical,A,True,2026-02-03T22:27:27.249539
L1591,C294,Metal_Scrap,299,17.8,10.021692,77.536187,Electronics,B,False,2026-02-19T22:27:27.249582
L1592,C115,Plastic,336,15.57,23.0441,78.681559,Energy,C,True,2026-02-19T22:27:27.249625
L1593,C397,Metal_Scrap,4072,26.99,21.443892,77.798709,Steel,C,False,2026-02-12T22:27:27.249866
L1594,C181,Metal_Scrap,3636,28.0,24.931753,84.969014,Electronics,B,False,2026-02-20T22:27:27.250043
L1595,C184,Metal_Scrap,1534,37.24,30.595123,76.44082,Steel,A,False,2026-02-26T22:27:27.250101
L1596,C307,Wood,1625,5.52,28.54442,75.534386,Manufacturing,A,True,2026-02-23T22:27:27.250147
L1597,C042,E_Waste,3103,41.85,23.088311,80.814971,Automotive,B,True,2026-02-23T22:27:27.250191
L1598,C170,Wood,2217,5.41,17.243273,77.09856,Construction,C,False,2026-01-30T22:27:27.250235
L1599,C452,Metal_Scrap,1614,16.29,31.899058,78.477059,Electronics,B,True,2026-02-15T22:27:27.250278
L1600,C156,Organic,134,1.65,23.13985,81.070197,Manufacturing,A,True,2026-02-19T22:27:27.250321
L1601,C001,Organic,1346,1.7,24.24917,81.661534,Automotive,A,True,2026-02-23T22:27:27.250365
L1602,C278,Textile,2677,4.48,16.161014,80.8153,Chemical,B,False,2026-02-22T22:27:27.250408
L1603,C463,Metal_Scrap,3351,30.3,13.396347,77.628591,Automotive,C,True,2026-02-03T22:27:27.250451
L1604,C182,Metal_Scrap,3040,34.7,20.889824,80.786082,Manufacturing,B,True,2026-02-11T22:27:27.250495
L1605,C194,Metal_Scrap,528,28.72,26.079013,86.812611,Automotive,B,True,2026-02-23T22:27:27.250537
L1606,C149,Glass,2337,3.92,22.406174,76.998619,Electronics,C,True,2026-02-09T22:27:27.250580
L1607,C013,Paper,4546,7.52,10.324788,81.555266,Energy,B,True,2026-02-09T22:27:27.250623
L1608,C420,Metal_Scrap,3762,21.73,22.61021,77.283089,Manufacturing,C,True,2026-02-19T22:27:27.250666
L1609,C172,Organic,4723,0.84,20.121364,76.853121,Textile,B,True,2026-02-10T22:27:27.250712
L1610,C061,Wood,1238,4.33,22.19717,76.829172,Automotive,C,False,2026-02-23T22:27:27.250751
L1611,C304,Paper,3075,5.0,24.328095,79.709385,Chemical,B,True,2026-02-14T22:27:27.250792
L1612,C158,Metal_Scrap,1662,38.28,27.546325,79.640985,Pharmaceutical,B,True,2026-02-13T22:27:27.250835
L1613,C412,Organic,301,0.4,10.325817,81.348457,Electronics,A,True,2026-02-22T22:27:27.250878
L1614,C107,Organic,4370,2.74,31.404948,77.359961,Chemical,C,False,2026-02-26T22:27:27.250922
L1615,C085,Textile,4135,7.67,20.644103,79.512997,Food_Processing,C,True,2026-01-29T22:27:27.250962
L1616,C105,Metal_Scrap,4969,32.73,27.467524,79.466802,Pharmaceutical,B,False,2026-02-08T22:27:27.251001
L1617,C195,Organic,1590,0.05,22.499949,80.888924,Steel,C,True,2026-01-30T22:27:27.251040
L1618,C288,Construction_Debris,3835,2.21,31.143179,78.748653,Energy,C,False,2026-02-23T22:27:27.251080
L1619,C265,Metal_Scrap,4180,29.65,24.223038,85.435714,Textile,B,False,2026-02-11T22:27:27.251118
L1620,C132,Metal_Scrap,1426,23.05,29.854183,79.85131,Food_Processing,C,True,2026-01-29T22:27:27.251157
L1621,C025,Metal_Scrap,3240,28.09,29.545194,76.860491,Construction,A,False,2026-02-09T22:27:27.251196
L1622,C359,Wood,898,5.32,13.419145,78.311759,Chemical,C,True,2026-02-17T22:27:27.251236
L1623,C350,Plastic,2594,8.39,22.220695,79.819902,Food_Processing,C,False,2026-02-12T22:27:27.251275
L1624,C111,Metal_Scrap,3837,30.77,26.859366,86.233085,Steel,B,True,2026-02-08T22:27:27.251316
L1625,C074,Plastic,3494,19.7,14.173403,77.974139,Textile,C,True,2026-02-03T22:27:27.251355
L1626,C394,Metal_Scrap,4340,26.69,14.000794,76.275398,Food_Processing,B,True,2026-02-07T22:27:27.251394
L1627,C378,Metal_Scrap,3274,23.18,21.235387,81.838485,Construction,A,True,2026-02-05T22:27:27.251433
L1628,C304,Metal_Scrap,66,24.39,20.648667,81.714035,Energy,A,False,2026-02-08T22:27:27.251472
