company_id,month_index,industry,company_size,employee_total,facility_area_sqm,operating_hours_per_day,operating_days_per_week,number_of_shifts,monthly_electricity_kwh,peak_demand_kw,power_factor,renewable_energy_percent,electricity_provider,diesel_liters_monthly,petrol_liters_monthly,natural_gas_kg_monthly,lpg_kg_monthly,coal_tons_monthly,furnace_oil_liters_monthly,biomass_tons_monthly,water_consumption_kl_monthly,water_recycling_percent,metal_scrap_kg_monthly,plastic_waste_kg_monthly,organic_waste_kg_monthly,paper_waste_kg_monthly,wood_waste_kg_monthly,production_volume_monthly,raw_material_consumption_tons,avg_temperature,scope1_kg,scope2_kg,scope3_kg,total_co2_kg,emission_intensity
C233,15,Textile,Large,1590,62787.6,14,6,1,20867.22,313.01,0.89,2.7,Adani Electricity,3765.55,180.28,2752.27,212.92,2.6464,149.18,0,795.0,11.35,2642.2,1056.9,528.4,528.4,0,1096.6,54.83,33.76500347207718,25229.18,16648.34,10965.94,52843.46,33.23
C233,16,Textile,Large,4633,185257.7,18,5,3,28098.77,421.48,0.898,4.31,Tata Power,3996.39,197.75,2921.0,174.9,2.8087,365.7,0,2316.5,7.61,3192.5,1277.0,638.5,638.5,0,1502.5,75.12,30.375368120215917,26775.82,22048.87,15024.78,63849.47,13.78
C233,17,Textile,Large,3184,39888.1,21,6,1,32745.99,491.19,0.883,4.29,BESCOM,4150.73,99.39,3033.81,305.17,2.9171,342.17,0,1592.0,32.24,3414.6,1365.8,682.9,682.9,0,1478.3,73.92,21.104487671766925,27809.9,25698.79,14783.46,68292.16,21.45
C233,18,Textile,Large,2904,137986.6,16,5,2,42542.29,638.13,0.925,25.42,BESCOM,4570.34,71.93,3340.5,467.62,3.212,279.94,0,1452.0,14.67,3544.9,1418.0,709.0,709.0,0,1426.0,71.3,34.44475828401322,30621.26,26016.79,14259.83,70897.88,24.41
C233,19,Textile,Large,3667,141122.3,9,6,3,31088.75,466.33,0.931,20.3,BESCOM,3706.75,180.4,2709.3,281.1,2.6051,39.62,0,1833.5,6.03,3051.2,1220.5,610.2,610.2,0,1587.2,79.36,20.439875724307445,24835.24,20318.12,15871.55,61024.91,16.64
C233,20,Textile,Large,1179,35872.3,13,6,3,29100.54,436.51,0.882,2.57,BESCOM,3599.37,182.56,2630.81,219.37,2.5296,111.76,0,589.5,20.5,3042.5,1217.0,608.5,608.5,0,1348.6,67.43,20.79796768064288,24115.78,23248.7,13486.28,60850.76,51.61
C234,1,Textile,Mid,217,9177.8,21,7,3,7076.06,106.14,0.925,13.09,BESCOM,827.13,173.96,604.56,146.68,0.5813,33.43,0,108.5,20.3,758.5,303.4,151.7,151.7,0,458.6,22.93,24.55210514775046,5541.78,5042.88,4585.83,15170.49,69.91
C234,2,Textile,Mid,2577,87757.9,12,7,2,8094.37,121.42,0.935,28.96,BESCOM,726.21,146.58,530.79,453.37,0.5104,115.57,0,1288.5,6.96,710.8,284.3,142.2,142.2,0,463.5,23.17,32.71879030151107,4865.61,4715.12,4634.6,14215.32,5.52
C234,3,Textile,Mid,2110,56613.7,18,7,1,6514.16,97.71,0.966,5.28,Adani Electricity,936.31,110.73,684.36,220.2,0.658,27.24,0,1055.0,4.02,713.0,285.2,142.6,142.6,0,292.8,14.64,22.584303408703146,6273.28,5059.71,2927.64,14260.64,6.76
C234,4,Textile,Mid,2169,39942.3,14,6,2,8400.49,126.01,0.959,7.2,MSEDCL,886.34,136.35,647.83,168.78,0.6229,339.97,0,1084.5,14.71,832.8,333.1,166.6,166.6,0,432.5,21.63,25.336460737626943,5938.48,6392.49,4325.42,16656.39,7.68
C234,5,Textile,Mid,560,23779.8,16,5,1,9919.72,148.8,0.888,15.01,Adani Electricity,891.72,70.43,651.77,423.7,0.6267,139.33,0,280.0,41.34,889.3,355.7,177.9,177.9,0,489.9,24.5,30.969551940620406,5974.51,6913.02,4899.07,17786.6,31.76
C234,6,Textile,Mid,2579,41844.7,22,6,3,9584.91,143.77,0.912,18.72,MSEDCL,910.56,139.76,665.54,353.75,0.6399,84.78,0,1289.5,22.28,953.8,381.5,190.8,190.8,0,658.6,32.93,28.501377042193177,6100.74,6388.58,6585.73,19075.04,7.4
C234,7,Textile,Mid,1274,32301.9,10,7,2,9598.82,143.98,0.936,22.96,Tata Power,1036.1,77.92,757.3,259.08,0.7282,256.3,0,637.0,26.19,846.8,338.7,169.4,169.4,0,393.0,19.65,25.093927084231975,6941.9,6064.19,3930.15,16936.23,13.29
C234,8,Textile,Mid,2410,97059.2,22,6,1,8432.89,126.49,0.967,13.54,BESCOM,1118.25,55.52,817.34,435.79,0.7859,377.82,0,1205.0,34.18,862.0,344.8,172.4,172.4,0,376.9,18.84,23.217083348481367,7492.26,5978.66,3768.71,17239.63,7.15
C234,9,Textile,Mid,676,32734.3,13,7,2,9014.4,135.22,0.896,5.99,Tata Power,994.88,54.15,727.16,375.69,0.6992,205.08,0,338.0,24.75,898.2,359.3,179.6,179.6,0,434.9,21.74,23.327644160808994,6665.67,6949.4,4348.68,17963.75,26.57
C234,10,Textile,Mid,237,6241.9,22,6,3,9662.22,144.93,0.976,26.41,MSEDCL,1258.18,191.42,919.62,429.19,0.8842,360.55,0,118.5,42.6,902.4,361.0,180.5,180.5,0,378.8,18.94,28.058948869538106,8429.82,5830.64,3787.54,18047.99,76.15
C234,11,Textile,Mid,2546,115473.4,8,6,2,9184.53,137.77,0.939,6.35,Adani Electricity,1247.15,81.73,911.55,280.3,0.8765,250.31,0,1273.0,2.76,995.4,398.2,199.1,199.1,0,449.9,22.49,21.234471462205622,8355.92,7053.21,4498.72,19907.85,7.82
C234,12,Textile,Mid,2642,109308.7,13,7,2,10047.91,150.72,0.879,7.14,BESCOM,884.12,166.63,646.21,192.33,0.6214,52.12,0,1321.0,14.69,961.8,384.7,192.4,192.4,0,566.2,28.31,21.98789930044096,5923.61,7651.13,5661.55,19236.28,7.28
C234,13,Textile,Mid,1212,22686.8,14,6,2,9831.06,147.47,0.94,18.67,Tata Power,1161.19,188.87,848.72,334.17,0.8161,326.36,0,606.0,12.1,1033.1,413.2,206.6,206.6,0,632.5,31.63,24.115447368878577,7779.95,6556.31,6325.06,20661.31,17.05
C234,14,Textile,Mid,2760,73022.5,23,5,1,8920.37,133.81,0.908,7.19,BESCOM,1397.32,193.31,1021.32,422.64,0.982,50.56,0,1380.0,25.6,988.1,395.2,197.6,197.6,0,361.1,18.05,26.51170756337838,9362.06,6788.84,3610.82,19761.72,7.16
C234,15,Textile,Mid,680,22463.3,21,7,1,9480.84,142.21,0.978,14.1,BESCOM,968.44,165.83,707.84,350.39,0.6806,115.67,0,340.0,29.9,989.2,395.7,197.8,197.8,0,661.8,33.09,34.6245031501305,6488.55,6677.9,6617.95,19784.4,29.09
C234,16,Textile,Mid,1722,36523.2,23,6,3,10655.21,159.83,0.979,3.99,Tata Power,1406.75,68.02,1028.21,187.62,0.9887,495.32,0,861.0,40.42,1206.2,482.5,241.2,241.2,0,631.0,31.55,28.1263750454848,9425.23,8388.89,6309.86,24123.98,14.01
C234,17,Textile,Mid,2964,103951.2,8,7,2,10537.4,158.06,0.931,0.14,MSEDCL,1425.12,107.26,1041.64,494.69,1.0016,90.17,0,1482.0,1.5,1182.4,472.9,236.5,236.5,0,547.0,27.35,30.700757618244452,9548.34,8628.83,5469.97,23647.14,7.98
C234,18,Textile,Mid,2387,79369.2,13,7,1,11802.92,177.04,0.968,2.08,MSEDCL,1194.79,163.7,873.28,332.46,0.8397,105.67,0,1193.5,43.2,1268.6,507.4,253.7,253.7,0,788.9,39.44,29.28593776084555,8005.06,9477.46,7888.62,25371.14,10.63
C234,19,Textile,Mid,2953,92104.3,9,5,1,10717.3,160.76,0.932,11.43,MSEDCL,1013.03,83.32,740.43,396.74,0.712,33.91,0,1476.5,49.98,1000.2,400.1,200.0,200.0,0,543.3,27.16,28.949465183553393,6787.28,7783.58,5432.72,20003.57,6.77
C234,20,Textile,Mid,2485,39216.1,15,5,2,10610.11,159.15,0.945,26.38,Tata Power,991.83,154.72,724.94,102.19,0.6971,256.38,0,1242.5,0.18,978.3,391.3,195.7,195.7,0,651.5,32.58,28.90201864738222,6645.28,6405.31,6515.29,19565.88,7.87
C235,1,Textile,Enterprise,11019,234243.2,8,7,1,23987.21,359.81,0.92,27.18,Adani Electricity,2983.66,59.22,2180.79,302.28,2.0969,198.69,0,5509.5,13.02,2344.7,937.9,468.9,468.9,0,1258.0,62.9,23.139209421208076,19990.54,14323.24,12580.33,46894.11,4.26
C235,2,Textile,Enterprise,3127,129297.1,9,5,2,23251.83,348.78,0.961,11.69,MSEDCL,2355.02,137.93,1721.3,478.47,1.6551,376.44,0,1563.5,22.48,2317.8,927.1,463.6,463.6,0,1374.0,68.7,31.680669021175298,15778.6,16837.38,13739.93,46355.91,14.82
C235,3,Textile,Enterprise,5309,198592.8,9,7,3,23519.74,352.8,0.929,25.97,BESCOM,2559.89,132.84,1871.05,455.52,1.7991,483.46,0,2654.5,18.37,2342.9,937.1,468.6,468.6,0,1542.8,77.14,24.975996893656507,17151.29,14277.82,15428.02,46857.12,8.83
C235,4,Textile,Enterprise,1219,43699.0,21,6,3,24530.07,367.95,0.922,1.31,Tata Power,3614.21,104.95,2641.66,378.25,2.5401,450.29,0,609.5,8.47,2666.0,1066.4,533.2,533.2,0,925.4,46.27,29.1455259776288,24215.2,19850.35,9254.07,53319.62,43.74
C235,5,Textile,Enterprise,2816,122532.0,14,7,3,31106.69,466.6,0.973,10.95,Adani Electricity,2878.56,102.53,2103.96,362.92,2.023,175.39,0,1408.0,38.79,2847.3,1138.9,569.5,569.5,0,1494.5,74.73,34.41326763397496,19286.32,22713.77,14945.03,56945.13,20.22
C235,6,Textile,Enterprise,11841,387996.2,23,5,3,28993.29,434.9,0.933,27.52,Tata Power,3822.99,84.87,2794.25,252.98,2.6868,208.77,0,5920.5,42.29,2718.7,1087.5,543.7,543.7,0,1152.9,57.65,22.053755315064382,25614.0,17231.73,11529.09,54374.82,4.59
C235,7,Textile,Enterprise,12227,129915.4,22,5,3,24434.78,366.52,0.871,10.19,Tata Power,2558.75,172.18,1870.22,379.0,1.7983,485.2,0,6113.5,22.8,2315.5,926.2,463.1,463.1,0,1117.3,55.86,34.69654693065288,17143.64,17994.05,11172.91,46310.61,3.79
C235,8,Textile,Enterprise,6120,270822.1,15,5,1,19728.1,295.92,0.859,15.96,MSEDCL,3133.43,182.88,2290.25,109.89,2.2022,435.51,0,3060.0,26.33,2237.3,894.9,447.5,447.5,0,1015.6,50.78,32.58441248996716,20993.99,13595.59,10155.7,44745.28,7.31
C235,9,Textile,Enterprise,7040,264370.5,15,7,2,21554.91,323.32,0.931,8.26,Adani Electricity,2147.05,194.61,1569.3,447.31,1.5089,207.28,0,3520.0,7.14,2178.1,871.3,435.6,435.6,0,1296.3,64.81,33.05954123000042,14385.25,16214.94,12962.56,43562.75,6.19
C235,10,Textile,Enterprise,5262,150570.3,14,6,1,23074.22,346.11,0.954,16.84,MSEDCL,2836.77,159.04,2073.42,472.24,1.9937,330.5,0,2631.0,22.84,2370.1,948.1,474.0,474.0,0,1266.1,63.31,27.876677500544307,19006.35,15734.88,12661.44,47402.66,9.01
C235,11,Textile,Enterprise,2736,65306.0,21,7,3,29666.99,445.0,0.892,17.31,BESCOM,3773.83,127.44,2758.33,197.53,2.6522,339.95,0,1368.0,25.61,2585.7,1034.3,517.1,517.1,0,631.3,31.57,23.05899149489005,25284.65,20115.45,6313.12,51713.21,18.9
C235,12,Textile,Enterprise,5958,137493.3,14,6,3,25395.49,380.93,0.879,4.37,Tata Power,2777.19,170.29,2029.87,390.56,1.9518,164.7,0,2979.0,34.48,2507.6,1003.0,501.5,501.5,0,1163.1,58.16,32.388308384747674,18607.18,19913.68,11631.44,50152.3,8.42
C235,13,Textile,Enterprise,3011,117791.6,24,5,1,22099.21,331.49,0.867,15.82,BESCOM,3503.67,138.85,2560.86,491.6,2.4624,277.61,0,1505.5,1.36,2477.2,990.9,495.4,495.4,0,1081.6,54.08,26.957811739226923,23474.57,15253.89,10816.24,49544.7,16.45
C235,14,Textile,Enterprise,2243,67837.4,10,6,1,23598.37,353.98,0.941,13.64,Adani Electricity,2390.9,180.47,1747.53,238.05,1.6803,35.53,0,1121.5,45.74,2364.0,945.6,472.8,472.8,0,1455.0,72.75,30.233289725336043,16019.03,16710.54,14549.51,47279.08,21.08
C235,15,Textile,Enterprise,655,15497.2,22,7,2,22336.97,335.05,0.914,12.99,MSEDCL,3341.52,177.18,2442.35,170.84,2.3484,269.31,0,327.5,32.37,2550.4,1020.2,510.1,510.1,0,1268.4,63.42,33.8864865257659,22388.21,15936.23,12684.36,51008.79,77.88
C235,16,Textile,Enterprise,8106,353396.6,14,5,3,25503.01,382.55,0.879,17.02,Adani Electricity,3753.02,84.86,2743.12,143.77,2.6376,491.78,0,4053.0,11.78,2848.8,1139.5,569.8,569.8,0,1447.6,72.38,27.958309559455707,25145.26,17353.61,14476.27,56975.14,7.03
C235,17,Textile,Enterprise,10928,233990.1,19,5,1,31264.41,468.97,0.963,21.81,Adani Electricity,3539.82,134.65,2587.28,189.04,2.4878,214.29,0,5464.0,24.13,2865.0,1146.0,573.0,573.0,0,1353.9,67.7,34.632863105306335,23716.77,20044.18,13539.39,57300.34,5.24
C235,18,Textile,Enterprise,1617,73763.8,17,7,3,27718.44,415.78,0.946,11.73,Adani Electricity,3252.48,126.3,2377.27,354.43,2.2858,202.63,0,808.5,32.29,2815.9,1126.3,563.2,563.2,0,1446.3,72.32,30.647771747148035,21791.61,20062.07,14463.36,56317.04,34.83
C235,19,Textile,Enterprise,9784,397177.0,14,5,2,24837.85,372.57,0.941,18.48,MSEDCL,3475.28,162.33,2540.12,422.98,2.4424,418.94,0,4892.0,17.63,2472.5,989.0,494.5,494.5,0,956.1,47.8,31.727161007542954,23284.4,16604.11,9560.64,49449.15,5.05
C235,20,Textile,Enterprise,2806,131297.3,18,7,1,20169.27,302.54,0.858,2.17,MSEDCL,2745.77,181.63,2006.91,266.7,1.9297,247.63,0,1403.0,16.16,2653.9,1061.6,530.8,530.8,0,1850.2,92.51,22.210165848152158,18396.65,16179.6,18502.33,53078.58,18.92
C236,1,Textile,Mid,2512,121358.0,11,7,1,9958.56,149.38,0.855,5.36,Adani Electricity,1191.91,75.23,871.18,295.05,0.8377,94.93,0,1256.0,45.21,980.1,392.0,196.0,196.0,0,388.7,19.44,28.85653896335996,7985.78,7728.41,3887.04,19601.23,7.8
C236,2,Textile,Mid,32,565.9,22,5,2,11822.94,177.34,0.952,28.11,MSEDCL,1458.59,180.56,1066.1,371.79,1.0251,497.63,0,16.0,14.13,998.8,399.5,199.8,199.8,0,323.3,16.17,32.6822086690151,9772.57,6969.3,3233.38,19975.24,624.23
C236,3,Textile,Mid,201,9451.2,11,6,3,13890.9,208.36,0.865,29.89,BESCOM,1145.44,188.33,837.21,403.76,0.805,26.72,0,100.5,31.68,1028.3,411.3,205.7,205.7,0,490.6,24.53,21.802016591276413,7674.43,7986.2,4906.14,20566.78,102.32
C236,4,Textile,Mid,1730,70782.5,24,7,2,12276.94,184.15,0.941,24.88,Adani Electricity,1412.11,50.59,1032.12,213.13,0.9924,265.91,0,865.0,22.79,1239.0,495.6,247.8,247.8,0,775.6,38.78,21.091960550588986,9461.11,7562.17,7756.29,24779.57,14.32
C236,5,Textile,Mid,560,20502.3,14,6,2,12768.84,191.53,0.866,22.46,BESCOM,1197.55,149.77,875.3,408.04,0.8416,395.76,0,280.0,36.49,1249.0,499.6,249.8,249.8,0,883.9,44.19,34.651963918295024,8023.55,8118.41,8838.75,24980.72,44.61
C236,6,Textile,Mid,600,27012.2,17,6,2,13966.26,209.49,0.921,21.22,Adani Electricity,1483.59,167.51,1084.37,392.79,1.0427,114.93,0,300.0,27.56,1231.2,492.5,246.2,246.2,0,566.1,28.31,31.854923130302776,9940.03,9022.4,5661.49,24623.91,41.04
C236,7,Textile,Mid,2402,38527.4,16,7,2,10972.59,164.59,0.976,25.35,MSEDCL,1025.07,131.09,749.23,299.74,0.7204,70.79,0,1201.0,6.08,967.2,386.9,193.4,193.4,0,576.0,28.8,21.95403360264646,6867.98,6716.57,5760.19,19344.74,8.05
C236,8,Textile,Mid,226,2588.3,18,5,3,11221.24,168.32,0.924,28.68,Tata Power,929.8,99.75,679.6,413.11,0.6535,280.87,0,113.0,16.42,1024.7,409.9,204.9,204.9,0,770.1,38.5,22.546301581797717,6229.66,6562.75,7700.78,20493.19,90.68
C236,9,Textile,Mid,2474,38512.9,15,6,3,9722.94,145.84,0.896,3.52,Tata Power,920.86,99.03,673.07,407.52,0.6472,125.54,0,1237.0,39.84,1002.4,401.0,200.5,200.5,0,618.7,30.93,22.28236006676575,6169.77,7692.53,6186.69,20048.99,8.1
C236,10,Textile,Mid,2358,47848.7,13,6,3,10790.54,161.86,0.948,23.86,MSEDCL,1388.54,183.6,1014.9,311.74,0.9759,211.94,0,1179.0,14.8,1032.3,412.9,206.5,206.5,0,460.5,23.03,28.509136547858066,9303.21,6736.89,4605.31,20645.41,8.76
C236,11,Textile,Mid,2108,70537.9,16,6,3,11801.23,177.02,0.925,19.57,MSEDCL,1218.81,85.13,890.84,436.51,0.8566,82.31,0,1054.0,26.7,1056.8,422.7,211.4,211.4,0,518.6,25.93,30.390111733221836,8166.02,7783.15,5186.1,21135.27,10.03
C236,12,Textile,Mid,1115,39133.7,15,6,2,13226.62,198.4,0.935,26.27,Adani Electricity,1380.94,128.25,1009.34,316.67,0.9705,172.78,0,557.5,4.62,1091.7,436.7,218.3,218.3,0,458.5,22.92,21.36250220121272,9252.3,7996.67,4584.91,21833.87,19.58
C236,13,Textile,Mid,2399,24540.2,22,6,3,13622.57,204.34,0.963,24.37,Adani Electricity,1438.93,120.19,1051.73,201.64,1.0113,437.48,0,1199.5,20.69,1085.5,434.2,217.1,217.1,0,362.0,18.1,30.468474918209186,9640.86,8448.62,3620.14,21709.62,9.05
C236,14,Textile,Mid,2893,53016.5,10,5,3,10491.36,157.37,0.967,20.35,Tata Power,1125.35,117.51,822.53,299.46,0.7909,440.12,0,1446.5,4.43,1030.2,412.1,206.0,206.0,0,621.2,31.06,32.45424711533234,7539.83,6852.63,6211.55,20604.0,7.12
C236,15,Textile,Mid,1788,69973.4,22,5,1,10672.64,160.09,0.9,24.44,MSEDCL,1139.13,194.18,832.6,395.94,0.8006,374.71,0,894.0,34.72,1040.6,416.2,208.1,208.1,0,656.8,32.84,28.808149042108607,7632.19,6612.31,6567.61,20812.12,11.64
C236,16,Textile,Mid,591,29008.0,22,5,1,14000.04,210.0,0.914,19.66,MSEDCL,1808.41,130.85,1321.79,457.07,1.2709,25.89,0,295.5,43.34,1229.4,491.8,245.9,245.9,0,324.9,16.25,29.200869383315023,12116.38,9223.03,3249.36,24588.77,41.61
C236,17,Textile,Mid,2692,107526.9,12,6,1,8689.12,130.34,0.969,0.05,BESCOM,1314.41,115.42,960.71,145.04,0.9238,226.2,0,1346.0,21.98,1175.1,470.0,235.0,235.0,0,757.4,37.87,34.49822658075381,8806.54,7121.41,7573.72,23501.67,8.73
C236,18,Textile,Mid,2601,52633.0,14,7,1,14814.89,222.22,0.88,23.64,BESCOM,1772.67,58.27,1295.66,359.18,1.2458,454.78,0,1300.5,39.71,1226.7,490.7,245.3,245.3,0,338.0,16.9,31.985206006303578,11876.87,9276.95,3380.37,24534.19,9.43
C236,19,Textile,Mid,1754,73694.8,14,5,1,12196.0,182.94,0.957,23.81,BESCOM,1261.42,187.92,921.98,305.12,0.8865,45.73,0,877.0,48.33,1010.1,404.0,202.0,202.0,0,413.2,20.66,25.37738971469567,8451.5,7619.33,4131.63,20202.45,11.52
C236,20,Textile,Mid,1969,94387.4,16,6,2,13011.89,195.18,0.903,26.19,MSEDCL,1307.69,82.38,955.81,387.7,0.919,408.48,0,984.5,19.53,1027.4,411.0,205.5,205.5,0,391.2,19.56,21.70247700363732,8761.55,7874.95,3911.66,20548.16,10.44
C237,1,Textile,Mid,1965,24249.0,21,7,2,5300.05,79.5,0.927,8.05,Tata Power,696.7,63.57,509.23,495.48,0.4896,403.82,0,982.5,3.15,540.4,216.2,108.1,108.1,0,214.5,10.72,23.21166565148023,4667.9,3996.2,2144.7,10808.79,5.5
C237,2,Textile,Mid,2210,52906.1,16,5,1,5404.73,81.07,0.945,13.91,BESCOM,635.07,114.03,464.18,363.63,0.4463,403.23,0,1105.0,12.0,525.7,210.3,105.1,105.1,0,244.3,12.21,27.39803861403977,4254.95,3815.62,2442.89,10513.47,4.76
C237,3,Textile,Mid,1607,34186.0,8,5,1,5755.37,86.33,0.883,20.34,MSEDCL,754.17,135.76,551.23,311.73,0.53,320.83,0,803.5,29.39,515.4,206.1,103.1,103.1,0,149.5,7.47,24.091919100983233,5052.95,3759.62,1494.68,10307.25,6.41
C237,4,Textile,Mid,274,4134.4,14,7,3,6034.08,90.51,0.928,9.0,BESCOM,652.24,59.06,476.73,271.5,0.4584,390.54,0,137.0,32.0,616.3,246.5,123.3,123.3,0,345.3,17.27,26.902795144779788,4370.01,4502.73,3453.4,12326.13,44.99
C237,5,Textile,Mid,1619,58952.4,24,6,1,6121.21,91.82,0.904,1.53,MSEDCL,834.46,103.36,609.92,193.96,0.5865,408.87,0,809.5,44.1,644.0,257.6,128.8,128.8,0,234.6,11.73,33.32192715157598,5590.9,4942.6,2345.87,12879.37,7.96
C237,6,Textile,Mid,1010,21277.3,18,7,3,6105.4,91.58,0.954,20.17,Tata Power,677.34,194.2,495.07,393.05,0.476,23.39,0,505.0,15.34,644.9,258.0,129.0,129.0,0,436.4,21.82,20.75408655753284,4538.15,3996.52,4363.94,12898.61,12.77
C237,7,Textile,Mid,164,5498.1,22,5,1,6035.16,90.53,0.945,21.56,Tata Power,556.8,107.08,406.97,283.91,0.3913,247.74,0,82.0,46.2,522.0,208.8,104.4,104.4,0,282.8,14.14,25.704215792746897,3730.58,3881.75,2828.16,10440.49,63.66
C237,8,Textile,Mid,543,6283.2,19,6,1,4558.16,68.37,0.934,3.11,BESCOM,686.32,167.34,501.64,472.55,0.4823,58.5,0,271.5,9.31,562.7,225.1,112.5,112.5,0,303.3,15.17,28.224114823149712,4598.35,3621.42,3033.45,11253.22,20.72
C237,9,Textile,Mid,2534,118160.1,16,7,2,6216.09,93.24,0.861,21.74,Adani Electricity,517.28,98.22,378.08,468.69,0.3635,111.3,0,1267.0,37.05,544.0,217.6,108.8,108.8,0,342.5,17.13,26.38185164046958,3465.78,3988.99,3425.28,10880.05,4.29
C237,10,Textile,Mid,1405,21991.5,14,6,2,5461.1,81.92,0.927,5.26,MSEDCL,532.9,99.79,389.5,417.86,0.3745,412.29,0,702.5,7.6,572.4,229.0,114.5,114.5,0,363.5,18.18,23.441829364207155,3570.44,4242.52,3635.02,11447.99,8.15
C237,11,Textile,Mid,2403,96898.6,19,5,2,6448.85,96.73,0.944,6.92,Adani Electricity,658.13,101.02,481.04,117.8,0.4625,75.66,0,1201.5,18.4,624.9,250.0,125.0,125.0,0,316.7,15.83,30.36244371332145,4409.5,4922.05,3166.82,12498.37,5.2
C237,12,Textile,Mid,1247,30473.5,9,7,1,5309.21,79.64,0.962,8.5,Tata Power,606.36,138.74,443.2,403.72,0.4262,98.85,0,623.5,37.96,610.5,244.2,122.1,122.1,0,416.4,20.82,22.084842916870517,4062.64,3983.37,4164.31,12210.32,9.79
C237,13,Textile,Mid,2853,122864.6,23,7,1,6536.24,98.04,0.914,5.71,BESCOM,701.72,87.71,512.89,215.72,0.4932,226.37,0,1426.5,6.95,658.5,263.4,131.7,131.7,0,341.4,17.07,27.181503321833738,4701.49,5053.46,3414.24,13169.2,4.62
C237,14,Textile,Mid,116,2741.5,15,6,2,6134.07,92.01,0.948,16.43,MSEDCL,726.44,177.24,530.96,473.6,0.5105,413.7,0,58.0,4.94,650.2,260.1,130.0,130.0,0,393.4,19.67,24.346136665714944,4867.17,4203.44,3934.3,13004.91,112.11
C237,15,Textile,Mid,2224,109727.7,21,5,1,7337.78,110.07,0.91,26.95,Tata Power,1001.37,150.81,731.91,361.59,0.7038,453.17,0,1112.0,41.93,677.9,271.1,135.6,135.6,0,245.2,12.26,20.830590033742695,6709.17,4395.63,2452.41,13557.2,6.1
C237,16,Textile,Mid,2057,43972.9,24,7,2,8832.68,132.49,0.928,12.82,Tata Power,899.3,94.26,657.31,363.84,0.632,234.02,0,1028.5,12.75,789.9,315.9,158.0,158.0,0,345.8,17.29,33.778437880808,6025.31,6314.44,3457.62,15797.37,7.68
C237,17,Textile,Mid,1480,36170.3,21,6,3,8266.2,123.99,0.904,5.66,MSEDCL,828.34,158.34,605.44,126.5,0.5822,48.71,0,740.0,23.24,848.7,339.5,169.7,169.7,0,503.0,25.15,28.33644503624386,5549.9,6394.33,5030.49,16974.72,11.47
C237,18,Textile,Mid,2568,38884.9,14,7,3,6604.85,99.07,0.926,1.08,Tata Power,981.79,148.89,717.6,121.72,0.69,430.14,0,1284.0,16.33,886.1,354.4,177.2,177.2,0,578.7,28.93,29.099109966078878,6578.0,5357.32,5786.97,17722.29,6.9
C237,19,Textile,Mid,1360,42708.8,22,6,2,5366.57,80.5,0.935,4.96,Adani Electricity,775.9,67.38,567.11,233.37,0.5453,275.71,0,680.0,49.45,696.5,278.6,139.3,139.3,0,455.0,22.75,26.280735944527255,5198.51,4182.16,4550.33,13931.0,10.24
C237,20,Textile,Mid,2242,104084.1,21,7,3,6803.19,102.05,0.861,5.45,Tata Power,651.94,71.68,476.51,411.54,0.4582,238.66,0,1121.0,31.28,700.3,280.1,140.1,140.1,0,436.4,21.82,25.610228433701636,4367.99,5274.38,4363.57,14005.94,6.25
C238,1,Textile,SME,590,13199.5,23,7,3,5248.52,78.73,0.881,8.69,Adani Electricity,854.95,77.42,624.89,433.47,0.6009,367.68,0,295.0,27.93,579.4,231.7,115.9,115.9,0,192.9,9.65,31.062415446885925,5728.2,3929.85,1929.25,11587.3,19.64
C238,2,Textile,SME,1107,22419.3,22,7,2,6794.14,101.91,0.881,24.56,BESCOM,555.11,77.7,405.73,188.7,0.3901,24.09,0,553.5,33.17,546.9,218.8,109.4,109.4,0,301.6,15.08,33.93497898884215,3719.23,4202.7,3016.12,10938.04,9.88
C238,3,Textile,SME,263,6599.4,24,6,3,6814.14,102.21,0.942,23.84,Adani Electricity,792.99,108.89,579.61,392.6,0.5573,58.94,0,131.5,39.34,554.0,221.6,110.8,110.8,0,151.1,7.55,30.68859079092882,5313.05,4255.45,1510.52,11079.03,42.13
C238,4,Textile,SME,935,41670.3,14,7,3,7796.72,116.95,0.935,21.49,Tata Power,743.12,128.03,543.15,495.24,0.5223,464.23,0,467.5,22.77,642.4,257.0,128.5,128.5,0,285.0,14.25,21.67008692263566,4978.88,5019.5,2850.18,12848.56,13.74
C238,5,Textile,SME,677,7085.9,17,7,1,7191.84,107.88,0.865,26.5,BESCOM,988.35,194.52,722.39,185.83,0.6946,277.82,0,338.5,47.13,683.3,273.3,136.7,136.7,0,271.1,13.55,34.10014156801807,6621.93,4334.3,2710.74,13666.98,20.19
C238,6,Textile,SME,1423,37861.0,16,6,1,5010.41,75.16,0.85,2.71,MSEDCL,798.99,197.02,583.99,368.34,0.5615,184.34,0,711.5,19.06,664.6,265.9,132.9,132.9,0,394.3,19.71,33.75400683008352,5353.2,3997.14,3942.64,13292.98,9.34
C238,7,Textile,SME,734,25924.0,17,7,2,6621.99,99.33,0.916,25.52,Tata Power,856.38,77.86,625.94,300.06,0.6019,170.69,0,367.0,1.94,585.5,234.2,117.1,117.1,0,192.8,9.64,30.882590303475027,5737.76,4044.15,1927.89,11709.79,15.95
