company_id,month_index,industry,company_size,employee_total,facility_area_sqm,operating_hours_per_day,operating_days_per_week,number_of_shifts,monthly_electricity_kwh,peak_demand_kw,power_factor,renewable_energy_percent,electricity_provider,diesel_liters_monthly,petrol_liters_monthly,natural_gas_kg_monthly,lpg_kg_monthly,coal_tons_monthly,furnace_oil_liters_monthly,biomass_tons_monthly,water_consumption_kl_monthly,water_recycling_percent,metal_scrap_kg_monthly,plastic_waste_kg_monthly,organic_waste_kg_monthly,paper_waste_kg_monthly,wood_waste_kg_monthly,production_volume_monthly,raw_material_consumption_tons,avg_temperature,scope1_kg,scope2_kg,scope3_kg,total_co2_kg,emission_intensity,suggest_night_shift,suggest_solar_ppa,suggest_power_factor_correction,suggest_led_lighting,suggest_waste_heat_recovery,suggest_biogas_plant,suggest_water_recycling,suggest_switch_to_png,suggest_renewable_procurement,suggest_process_optimization
C069,2,Energy,SME,869,37353.6,14,7,3,52186.91,782.8,0.958,23.02,MSEDCL,5514.19,159.72,4030.37,491.44,3.8754,58.35,0,434.5,21.59,4240.2,1696.1,848.0,848.0,0,1491.7,74.59,20.934014632785832,36945.08,32941.94,14917.47,84804.49,97.59,0,0,0,1,1,1,0,1,0,1
C005,20,Steel,Large,3774,51399.1,16,7,2,60099.44,901.49,0.903,29.8,Adani Electricity,4856.07,188.85,3549.35,275.27,3.4128,450.69,0,1887.0,43.89,4473.8,1789.5,894.8,894.8,0,2234.5,111.73,24.75793575148098,32535.7,34595.59,22345.34,89476.62,23.71,0,0,1,1,1,1,0,1,0,0
C153,13,Automotive,Enterprise,5020,64581.3,17,6,2,93031.57,1395.47,0.875,8.94,MSEDCL,13293.79,147.52,9716.55,179.72,9.3428,148.67,0,2510.0,24.21,10505.0,4202.0,2101.0,2101.0,0,5156.4,257.82,32.84283804267635,89068.41,69467.56,51563.68,210099.64,41.85,0,1,1,1,0,1,0,1,1,0
C187,5,Manufacturing,SME,653,14963.7,24,7,2,10936.75,164.05,0.888,18.57,Adani Electricity,1560.04,133.88,1140.25,352.51,1.0964,490.25,0,326.5,40.52,1146.1,458.5,229.2,229.2,0,516.7,25.84,24.380873063246963,10452.3,7302.95,5167.43,22922.68,35.1,0,0,1,0,0,1,0,1,0,0
C210,1,Textile,Mid,762,15508.1,24,5,2,17771.85,266.58,0.973,23.74,MSEDCL,2205.77,88.64,1612.22,267.91,1.5502,171.26,0,381.0,15.11,1494.8,597.9,299.0,299.0,0,400.5,20.02,30.96652123220116,14778.69,11113.12,4004.73,29896.53,39.23,0,0,0,0,0,1,1,1,0,0
C174,2,Manufacturing,Mid,2143,90419.6,16,6,3,19416.54,291.25,0.913,25.63,BESCOM,2143.59,145.78,1566.77,464.92,1.5065,349.87,0,1071.5,8.25,1926.5,770.6,385.3,385.3,0,1232.7,61.63,31.273916439620688,14362.05,11841.47,12326.87,38530.39,17.98,0,0,1,0,0,1,1,1,0,0
C068,20,Energy,SME,1008,21609.9,21,5,1,26547.95,398.22,0.881,6.56,MSEDCL,2908.17,99.94,2125.61,288.96,2.0439,100.34,0,504.0,0.79,3174.8,1269.9,635.0,635.0,0,2367.0,118.35,24.345730971872875,19484.73,20341.23,23669.87,63495.83,62.99,0,1,1,1,1,1,1,1,1,1
C339,8,Electronics,Mid,2749,31724.7,19,5,2,1759.77,26.4,0.944,1.72,Adani Electricity,240.2,100.54,175.56,332.13,0.1688,475.62,0,1374.5,6.14,186.1,74.4,37.2,37.2,0,69.4,3.47,29.8507206923059,1609.31,1418.19,693.96,3721.46,1.35,0,1,0,0,0,0,1,0,0,0
C125,17,Automotive,SME,539,17755.0,18,5,1,23752.39,356.29,0.919,15.46,MSEDCL,2461.99,114.65,1799.49,450.6,1.7303,191.07,0,269.5,15.41,2415.3,966.1,483.1,483.1,0,1534.4,76.72,28.35627526746849,16495.31,16465.92,15344.32,48305.55,89.62,0,0,1,0,0,1,0,1,0,1
C345,5,Electronics,Mid,2306,99479.9,16,7,2,7055.77,105.84,0.853,20.73,BESCOM,756.97,97.85,553.27,344.54,0.532,142.79,0,1153.0,7.11,653.4,261.4,130.7,130.7,0,341.0,17.05,27.301542068694005,5071.67,4586.22,3409.96,13067.85,5.67,0,0,1,0,0,0,1,1,0,0
C221,7,Textile,Mid,2694,74348.9,14,5,3,8604.99,129.07,0.95,22.07,BESCOM,641.37,142.83,468.78,191.15,0.4508,241.41,0,1347.0,15.87,692.5,277.0,138.5,138.5,0,405.4,20.27,27.34576616874117,4297.16,5498.9,4053.78,13849.84,5.14,0,0,0,0,0,0,0,1,0,0
C220,10,Textile,Large,3964,56707.8,11,7,1,22857.98,342.87,0.94,2.38,BESCOM,3118.24,105.86,2279.15,169.23,2.1915,172.16,0,1982.0,22.22,2338.3,935.3,467.7,467.7,0,757.7,37.88,31.138088123759616,20892.18,18297.96,7576.71,46766.85,11.8,0,1,0,1,0,1,0,1,1,0
C109,4,Chemical,SME,1263,38451.0,21,7,3,13751.74,206.28,0.934,27.27,BESCOM,1260.78,67.34,921.52,410.43,0.8861,406.5,0,631.5,29.62,1105.2,442.1,221.0,221.0,0,545.5,27.28,28.72528961275846,8447.22,8200.95,5455.06,22103.23,17.5,0,0,0,0,0,1,0,1,0,0
C346,17,Electronics,Startup,29,371.2,16,7,2,676.97,10.15,0.971,27.1,BESCOM,70.35,193.17,51.42,360.94,0.0494,50.79,0,14.5,1.1,64.0,25.6,12.8,12.8,0,40.4,2.02,28.982429328574113,471.35,404.67,403.59,1279.61,44.12,1,0,0,0,0,0,0,0,0,0
C054,10,Energy,SME,273,6129.4,19,5,2,59554.91,893.32,0.895,28.81,BESCOM,4288.23,157.3,3134.31,249.12,3.0138,339.84,0,136.5,35.65,4702.7,1881.1,940.5,940.5,0,3055.9,152.8,34.03013422095358,28731.17,34764.13,30559.04,94054.33,344.52,1,0,1,1,1,1,0,1,0,1
C284,15,Pharmaceutical,SME,1438,21665.2,24,5,1,1957.59,29.36,0.876,20.29,Adani Electricity,195.5,124.15,142.89,324.32,0.1374,35.64,0,719.0,46.39,177.2,70.9,35.4,35.4,0,95.4,4.77,30.11519309342104,1309.82,1279.55,953.79,3543.17,2.46,0,0,1,0,0,0,0,0,0,0
C187,8,Manufacturing,SME,773,11230.9,10,7,2,12627.21,189.41,0.949,27.94,BESCOM,1239.77,167.02,906.16,393.84,0.8713,377.78,0,386.5,4.54,1007.1,402.8,201.4,201.4,0,437.4,21.87,27.802686132668335,8306.48,7461.51,4373.91,20141.89,26.06,0,0,0,0,0,1,1,1,0,0
C287,1,Pharmaceutical,Enterprise,1386,33920.6,18,5,3,20068.52,301.03,0.966,7.52,BESCOM,2797.9,114.84,2045.01,435.35,1.9664,370.25,0,693.0,6.77,2112.2,844.9,422.4,422.4,0,827.9,41.4,32.894020481391735,18745.91,15218.57,8279.15,42243.63,30.48,0,1,0,1,0,1,1,1,1,0
C076,7,Energy,SME,174,2074.2,19,6,1,64084.53,961.27,0.888,20.8,Tata Power,5304.56,164.4,3877.15,439.67,3.728,293.69,0,87.0,8.06,5757.1,2302.8,1151.4,1151.4,0,3798.3,189.92,20.228337072372362,35540.55,41618.2,37983.01,115141.76,661.73,0,0,1,1,1,1,0,1,0,1
C366,17,Construction,Mid,2913,67690.2,8,6,3,12746.68,191.2,0.972,0.74,BESCOM,2405.43,178.84,1758.15,160.53,1.6905,491.9,0,1456.5,34.16,1654.5,661.8,330.9,330.9,0,659.8,32.99,24.524142359141152,16116.36,10374.77,6597.88,33089.01,11.36,0,1,0,0,0,0,0,1,0,0
C287,9,Pharmaceutical,Enterprise,10582,484384.0,12,7,1,18277.46,274.16,0.947,2.79,BESCOM,3079.97,159.08,2251.18,499.59,2.1646,191.25,0,5291.0,36.01,2104.9,842.0,421.0,421.0,0,689.3,34.47,22.233378941003906,20635.82,14569.79,6893.2,42098.81,3.98,0,1,0,0,0,1,0,1,1,0
C203,17,Textile,Mid,1165,30575.8,13,7,1,13271.67,199.07,0.918,8.39,MSEDCL,1998.22,171.71,1460.52,168.43,1.4043,72.25,0,582.5,5.07,1353.0,541.2,270.6,270.6,0,370.3,18.51,28.161570258439397,13388.05,9969.85,3702.79,27060.69,23.23,0,1,1,0,0,1,1,1,0,0
C283,15,Pharmaceutical,Mid,2655,109314.6,20,5,3,5120.05,76.8,0.974,16.73,Adani Electricity,614.38,60.48,449.06,410.32,0.4318,463.18,0,1327.5,26.37,478.3,191.3,95.7,95.7,0,195.4,9.77,22.084208014545638,4116.37,3496.08,1953.51,9565.97,3.6,0,0,0,0,0,0,0,1,0,0
C166,5,Manufacturing,Mid,430,4893.1,16,6,3,18075.41,271.13,0.908,7.43,Adani Electricity,2245.92,52.23,1641.57,340.12,1.5784,361.92,0,215.0,19.74,2050.2,820.1,410.0,410.0,0,1223.6,61.18,25.816326630258914,15047.68,13719.94,12236.48,41004.1,95.36,0,1,1,0,0,1,1,1,1,1
C227,1,Textile,Large,4886,104840.7,18,5,2,11545.02,173.18,0.877,21.46,Adani Electricity,1278.72,137.59,934.63,399.83,0.8987,430.21,0,2443.0,15.92,1232.5,493.0,246.5,246.5,0,864.8,43.24,33.70548115387762,8567.42,7435.41,8648.1,24650.92,5.05,0,0,1,0,0,1,1,1,0,0
C195,15,Manufacturing,Enterprise,3290,84658.9,9,6,3,40689.42,610.34,0.942,3.07,Adani Electricity,4528.19,107.09,3309.7,442.63,3.1824,471.71,0,1645.0,30.7,4448.2,1779.3,889.6,889.6,0,2628.6,131.43,28.43584483943914,30338.88,32339.72,26285.73,88964.32,27.04,0,1,0,1,0,1,0,1,1,0
C394,3,Construction,Startup,333,5957.9,12,6,2,2955.95,44.34,0.885,12.59,BESCOM,367.17,120.98,268.37,358.86,0.258,71.7,0,166.5,26.45,278.9,111.6,55.8,55.8,0,99.9,4.99,26.918677017201535,2460.02,2118.8,998.93,5577.75,16.75,0,0,1,0,0,0,1,0,1,0
C277,17,Food_Processing,SME,558,18125.8,11,6,1,5410.4,81.16,0.887,11.43,Tata Power,773.6,171.56,565.43,292.21,0.5437,255.44,0,279.0,20.46,627.9,251.2,125.6,125.6,0,344.5,17.23,26.227170882805382,5183.15,3929.28,3445.13,12557.57,22.5,0,0,1,0,0,0,0,1,0,0
C314,8,Pharmaceutical,Mid,2262,28628.9,18,7,3,3094.95,46.42,0.897,2.97,MSEDCL,431.51,130.54,315.4,325.63,0.3033,303.57,0,1131.0,9.05,360.2,144.1,72.0,72.0,0,185.1,9.26,24.98700501376736,2891.13,2462.54,1851.14,7204.81,3.19,1,1,1,0,0,0,1,0,1,0
C055,11,Energy,Mid,2890,122553.8,13,7,3,73625.97,1104.39,0.919,9.5,BESCOM,12192.4,130.52,8911.54,387.17,8.5688,103.59,0,1445.0,7.95,8407.4,3363.0,1681.5,1681.5,0,3182.1,159.1,29.778689100994278,81689.08,54639.14,31820.6,168148.82,58.18,0,1,1,1,1,1,1,1,1,1
C155,5,Automotive,Startup,211,8514.3,16,6,1,7142.86,107.14,0.973,9.01,Tata Power,750.18,140.01,548.31,300.9,0.5272,484.79,0,105.5,5.99,669.2,267.7,133.8,133.8,0,302.9,15.15,27.652441738672252,5026.19,5329.16,3029.3,13384.66,63.43,0,1,0,0,0,0,1,1,0,1
C319,13,Pharmaceutical,SME,233,5913.1,14,7,1,1411.68,21.18,0.942,21.2,Tata Power,185.92,61.41,135.89,129.94,0.1307,221.05,0,116.5,24.2,145.3,58.1,29.1,29.1,0,74.9,3.74,20.491173311960758,1245.63,912.21,748.85,2906.69,12.48,1,0,0,0,0,0,0,0,0,0
C086,2,Chemical,Large,4776,51692.9,20,5,2,77150.62,1157.26,0.919,25.4,BESCOM,7260.6,176.61,5306.84,479.54,5.1027,269.27,0,2388.0,46.5,6685.8,2674.3,1337.2,1337.2,0,3787.3,189.36,30.877387269497447,48646.03,47197.55,37872.89,133716.47,28.0,1,0,1,1,1,1,0,1,0,0
C297,4,Pharmaceutical,SME,800,11296.9,12,7,1,1729.01,25.94,0.885,6.32,Adani Electricity,196.18,155.54,143.39,409.18,0.1379,242.34,0,400.0,34.83,182.2,72.9,36.4,36.4,0,100.1,5.01,21.22393179199728,1314.43,1328.18,1001.11,3643.72,4.55,0,1,1,0,0,0,0,0,0,0
C397,8,Construction,Enterprise,10079,458020.0,22,5,3,70217.67,1053.27,0.853,2.42,BESCOM,11828.23,185.19,8645.36,205.16,8.3128,85.1,0,5039.5,4.69,7941.3,3176.5,1588.3,1588.3,0,2339.2,116.96,23.32288294602833,79249.17,56184.38,23391.78,158825.32,15.76,1,1,1,1,0,1,1,1,1,0
C365,19,Construction,Startup,93,1077.8,18,5,1,1613.66,24.2,0.884,10.6,MSEDCL,243.31,181.6,177.84,187.27,0.171,477.66,0,46.5,10.98,191.9,76.8,38.4,38.4,0,102.5,5.12,32.83993591254095,1630.21,1182.9,1024.5,3837.61,41.26,0,0,1,0,0,1,0,0,0,0
C279,15,Food_Processing,Large,3265,92444.7,24,5,3,23345.62,350.18,0.936,17.03,Tata Power,2964.67,54.83,2166.9,274.54,2.0836,232.53,0,1632.5,35.33,2483.1,993.2,496.6,496.6,0,1391.6,69.58,31.020568840371126,19863.26,15883.14,13915.52,49661.92,15.21,0,0,0,1,0,1,0,1,0,0
C067,18,Energy,SME,547,12663.3,21,5,1,67464.96,1011.97,0.904,29.5,BESCOM,8872.28,96.65,6484.83,247.43,6.2354,160.25,0,273.5,21.31,6329.6,2531.8,1265.9,1265.9,0,2814.9,140.74,25.12682158221839,59444.24,38999.36,28148.72,126592.33,231.43,1,0,1,1,1,1,0,1,0,1
C085,3,Chemical,Enterprise,6555,216976.1,13,7,2,174972.73,2624.59,0.857,3.11,Adani Electricity,22691.3,197.47,16585.28,187.0,15.9474,492.95,0,3277.5,35.72,19124.9,7650.0,3825.0,3825.0,0,9145.1,457.26,32.39123104445035,152031.74,139014.9,91451.17,382497.8,58.35,0,1,1,1,1,1,0,1,1,1
C321,3,Electronics,Enterprise,6841,261808.2,13,6,3,11842.69,177.64,0.951,7.08,MSEDCL,1256.21,93.6,918.17,400.39,0.8829,289.21,0,3420.5,28.61,1240.6,496.3,248.1,248.1,0,737.3,36.86,32.8809153441341,8416.59,9023.38,7372.85,24812.82,3.63,0,1,0,0,0,1,0,1,0,0
C224,7,Textile,Mid,1426,31016.9,8,5,2,8657.05,129.86,0.945,7.94,BESCOM,881.05,132.39,643.97,372.22,0.6192,202.65,0,713.0,10.18,930.3,372.1,186.1,186.1,0,616.8,30.84,22.875573495198676,5903.03,6535.0,6167.69,18605.73,13.05,0,1,0,0,0,0,1,1,0,0
C142,11,Automotive,Startup,400,15237.0,17,5,2,2334.82,35.02,0.869,3.08,BESCOM,340.47,165.93,248.85,263.21,0.2393,410.7,0,200.0,48.7,284.0,113.6,56.8,56.8,0,154.3,7.71,34.55700623381348,2281.14,1855.6,1542.91,5679.65,14.2,0,1,1,0,0,0,0,0,0,0
C072,8,Energy,Large,857,9333.8,19,7,1,107041.09,1605.62,0.859,25.1,Adani Electricity,12669.59,79.17,9260.32,180.02,8.9042,234.79,0,428.5,45.58,10086.2,4034.5,2017.2,2017.2,0,5109.5,255.48,20.14990662287856,84886.24,65743.22,51095.39,201724.85,235.38,1,0,1,1,1,1,0,1,1,1
C144,2,Automotive,Mid,2239,110592.1,20,7,3,21926.32,328.89,0.924,26.93,MSEDCL,1866.29,103.26,1364.09,426.35,1.3116,215.15,0,1119.5,45.65,1911.9,764.7,382.4,382.4,0,1259.5,62.97,24.026020996599712,12504.18,13138.39,12594.54,38237.1,17.08,0,0,0,1,0,1,0,0,0,0
C372,17,Construction,Large,1799,68958.4,22,5,1,26368.57,395.53,0.956,26.72,BESCOM,2376.09,133.19,1736.71,495.73,1.6699,22.86,0,899.5,38.48,2073.2,829.3,414.6,414.6,0,969.8,48.49,20.368487543814602,15919.8,15845.81,9698.28,41463.88,23.05,0,0,0,1,0,1,0,1,0,0
C366,10,Construction,Mid,2000,85135.5,11,7,3,11303.79,169.56,0.933,4.92,Tata Power,1203.44,126.55,879.61,413.24,0.8458,480.94,0,1000.0,23.26,1233.1,493.2,246.6,246.6,0,778.6,38.93,26.975912837951874,8063.06,8813.18,7785.68,24661.93,12.33,0,1,0,0,0,1,0,1,0,0
C113,11,Chemical,SME,1380,40719.3,22,7,3,15463.23,231.95,0.931,14.28,MSEDCL,2582.41,63.18,1887.5,269.47,1.8149,164.55,0,690.0,40.76,1770.1,708.0,354.0,354.0,0,723.1,36.16,21.65197907503174,17302.11,10868.56,7231.08,35401.76,25.65,0,0,0,0,1,1,0,1,1,0
C070,12,Energy,SME,1162,30392.5,21,6,1,31958.05,479.37,0.943,12.28,MSEDCL,2976.08,56.83,2175.24,316.53,2.0916,396.98,0,581.0,30.52,3226.8,1290.7,645.4,645.4,0,2160.8,108.04,28.624323283292846,19939.71,22987.2,21608.44,64535.35,55.54,0,0,0,1,1,1,0,1,1,1
C129,2,Automotive,SME,1042,45895.1,15,5,3,20099.4,301.49,0.921,17.76,MSEDCL,1942.55,182.13,1419.83,169.9,1.3652,458.1,0,521.0,45.7,1757.7,703.1,351.5,351.5,0,858.4,42.92,27.069362765512857,13015.11,13554.57,8583.6,35153.29,33.74,0,0,0,1,0,1,0,1,0,1
C057,5,Energy,Mid,476,11420.4,21,6,1,64285.14,964.28,0.914,7.68,Tata Power,6744.7,179.46,4929.76,217.26,4.7402,225.1,0,238.0,11.42,6437.9,2575.2,1287.6,1287.6,0,3490.3,174.51,25.418925936055924,45189.49,48666.13,34902.74,128758.36,270.5,1,1,1,1,1,1,1,1,1,1
C067,6,Energy,SME,301,9780.5,17,6,1,56189.22,842.84,0.879,23.25,BESCOM,7168.3,57.48,5239.37,135.5,5.0379,119.43,0,150.5,44.38,5117.6,2047.0,1023.5,1023.5,0,1896.3,94.82,24.99410540633287,48027.6,35360.71,18963.23,102351.54,340.04,0,0,1,1,1,1,0,1,0,1
C134,17,Automotive,SME,1231,17242.8,15,5,2,27445.87,411.69,0.935,20.96,BESCOM,2850.37,178.68,2083.36,294.94,2.0032,240.99,0,615.5,30.93,2568.2,1027.3,513.6,513.6,0,1447.8,72.39,31.511589690452556,19097.47,17788.76,14478.1,51364.33,41.73,0,0,0,1,0,1,0,1,0,0
C117,2,Chemical,Mid,63,725.8,16,7,2,27019.97,405.3,0.888,1.66,Tata Power,3742.61,53.05,2735.51,439.6,2.6303,348.03,0,31.5,32.02,3563.5,1425.4,712.7,712.7,0,2440.7,122.04,25.34798188428776,25075.46,21787.86,24407.02,71270.34,1131.28,0,1,1,0,1,1,0,1,1,1
C076,13,Energy,SME,574,14798.2,9,7,1,96592.99,1448.89,0.949,26.35,BESCOM,7376.95,71.18,5391.88,276.05,5.1845,141.0,0,287.0,38.23,7450.9,2980.4,1490.2,1490.2,0,4126.0,206.3,21.60035105823907,49425.53,58332.75,41259.78,149018.07,259.61,0,0,0,1,1,1,0,1,0,1
C295,11,Pharmaceutical,SME,1461,20069.1,11,5,3,3392.29,50.88,0.858,13.88,Adani Electricity,347.49,166.46,253.98,279.08,0.2442,261.95,0,730.5,16.93,379.6,151.8,75.9,75.9,0,286.9,14.34,27.282438432325304,2328.15,2395.51,2868.72,7592.38,5.2,0,0,1,0,0,0,1,0,0,0
C333,17,Electronics,Enterprise,9000,416025.7,15,5,2,18418.42,276.28,0.934,3.62,MSEDCL,2944.2,132.88,2151.94,282.32,2.0692,462.29,0,4500.0,14.96,2200.2,880.1,440.0,440.0,0,972.2,48.61,22.689628497963618,19726.14,14555.83,9722.14,44004.11,4.89,0,1,0,0,0,1,1,1,1,0
C173,4,Manufacturing,Large,3000,80182.3,22,6,3,27688.29,415.32,0.964,15.37,BESCOM,3341.42,157.82,2442.27,376.56,2.3483,268.86,0,1500.0,48.58,2939.9,1176.0,588.0,588.0,0,1719.8,85.99,30.412256884326755,22387.52,19213.96,17197.53,58799.0,19.6,0,0,0,1,0,1,0,1,0,0
C242,11,Food_Processing,Large,3889,116558.1,19,6,3,13648.39,204.73,0.933,28.91,MSEDCL,1242.96,94.25,908.49,301.14,0.8736,368.34,0,1944.5,38.75,1000.1,400.1,200.0,200.0,0,371.9,18.6,31.284591041327616,8327.86,7955.62,3719.43,20002.91,5.14,0,0,0,0,0,0,0,1,1,0
C166,16,Manufacturing,Mid,787,16241.6,8,6,3,25088.02,376.32,0.91,16.56,Adani Electricity,2330.57,135.73,1703.44,222.66,1.6379,481.44,0,393.5,44.31,2280.6,912.2,456.1,456.1,0,1283.1,64.16,24.18232097189808,15614.85,17165.85,12831.04,45611.74,57.96,0,0,1,1,0,1,0,1,0,1
C263,11,Food_Processing,Mid,2410,119298.6,16,5,3,10834.19,162.51,0.878,24.59,Tata Power,864.17,148.23,631.63,324.46,0.6073,365.62,0,1205.0,46.71,925.8,370.3,185.2,185.2,0,602.8,30.14,25.595707720204693,5789.91,6699.07,6027.99,18516.98,7.68,0,0,1,0,1,0,0,1,0,0
C392,7,Construction,Large,1291,34313.8,12,5,1,25800.81,387.01,0.924,24.59,Adani Electricity,3168.52,51.12,2315.9,443.31,2.2268,456.37,0,645.5,35.11,2194.9,878.0,439.0,439.0,0,671.4,33.57,33.261342893078734,21229.07,15955.15,6713.97,43898.18,34.0,0,0,0,1,0,1,0,1,0,0
C269,15,Food_Processing,Mid,2377,38286.0,23,5,2,13000.56,195.01,0.931,4.52,MSEDCL,1390.86,138.62,1016.59,397.67,0.9775,140.4,0,1188.5,6.64,1469.5,587.8,293.9,293.9,0,989.2,49.46,29.916942695765364,9318.74,10178.94,9891.94,29389.63,12.36,0,1,0,0,0,1,1,1,1,0
C319,6,Pharmaceutical,SME,1045,44864.2,19,6,2,1566.03,23.49,0.889,17.11,Tata Power,206.6,111.06,151.0,185.59,0.1452,146.64,0,522.5,12.85,167.7,67.1,33.5,33.5,0,90.5,4.52,32.1720982563117,1384.2,1064.38,904.75,3353.32,3.21,0,0,1,0,0,0,1,0,0,0
C336,7,Electronics,Large,2051,59391.3,9,7,3,5290.52,79.36,0.881,13.33,Tata Power,672.05,51.83,491.21,276.38,0.4723,2.82,0,1025.5,14.37,542.0,216.8,108.4,108.4,0,257.8,12.89,26.149656970939613,4502.73,3760.14,2578.1,10840.97,5.29,1,1,1,0,0,0,1,1,0,0
C138,9,Automotive,Large,4143,109285.7,10,7,2,43388.1,650.82,0.903,16.94,Adani Electricity,4857.16,74.47,3550.14,234.99,3.4136,144.64,0,2071.5,30.06,3767.4,1507.0,753.5,753.5,0,1325.5,66.27,34.946900216289265,32542.96,29550.06,13254.95,75347.97,18.19,0,0,1,1,0,1,1,1,0,0
C375,17,Construction,SME,811,13717.3,13,7,2,8318.05,124.77,0.925,17.39,BESCOM,703.03,109.72,513.85,121.64,0.4941,325.57,0,405.5,20.97,724.0,289.6,144.8,144.8,0,413.4,20.67,22.28275260309665,4710.28,5634.94,4134.29,14479.5,17.85,0,0,0,0,0,1,0,1,0,0
C154,20,Automotive,SME,1351,42035.5,16,6,3,10557.68,158.37,0.917,21.05,Tata Power,1335.01,86.26,975.77,260.62,0.9382,447.52,0,675.5,36.18,1051.5,420.6,210.3,210.3,0,525.1,26.25,24.801287784080124,8944.6,6834.97,5250.76,21030.32,15.57,0,0,1,0,0,1,0,1,0,0
C339,5,Electronics,Mid,2734,72484.6,11,6,2,2245.06,33.68,0.978,16.86,Tata Power,230.17,182.26,168.24,419.14,0.1618,303.67,0,1367.0,11.42,211.0,84.4,42.2,42.2,0,114.6,5.73,23.250490448077333,1542.16,1530.58,1146.45,4219.19,1.54,0,0,0,0,0,0,1,0,0,0
C331,2,Electronics,Enterprise,2227,66897.7,11,6,3,10625.37,159.38,0.904,4.08,MSEDCL,1737.73,117.52,1270.12,448.64,1.2213,40.54,0,1113.5,43.55,1294.8,517.9,259.0,259.0,0,589.5,29.47,32.03197030713436,11642.8,8357.6,5894.61,25895.01,11.63,0,1,1,0,0,1,0,1,0,0
C205,14,Textile,Enterprise,4918,61276.6,16,5,2,95488.53,1432.33,0.958,25.03,MSEDCL,8351.67,116.46,6104.31,159.74,5.8695,405.31,0,2459.0,30.7,8038.6,3215.4,1607.7,1607.7,0,4611.7,230.58,33.19473975528528,55956.2,58699.36,46116.74,160772.3,32.69,0,0,0,0,0,1,1,1,0,0
C161,8,Manufacturing,Enterprise,994,15024.1,19,5,1,53904.85,808.57,0.888,26.31,MSEDCL,4742.81,70.88,3466.57,452.98,3.3332,245.05,0,497.0,8.15,4759.7,1903.9,951.9,951.9,0,3084.5,154.22,33.41089632392173,31776.86,32571.5,30844.85,95193.2,95.77,1,0,1,1,0,1,1,1,0,1
C269,8,Food_Processing,Mid,2819,85845.5,12,6,1,11654.11,174.81,0.964,17.59,MSEDCL,1153.78,146.42,843.31,204.96,0.8109,378.76,0,1409.5,16.56,1172.2,468.9,234.4,234.4,0,783.7,39.19,26.431196603454005,7730.3,7875.79,7837.45,23443.54,8.32,0,0,0,0,0,1,1,0,0,0
C265,13,Food_Processing,Large,3703,49856.0,22,7,1,8864.69,132.97,0.863,8.75,Adani Electricity,1297.89,175.32,948.64,491.64,0.9122,90.2,0,1851.5,3.06,1029.9,411.9,206.0,206.0,0,526.8,26.34,22.954133600577986,8695.83,6633.23,5268.12,20597.18,5.56,0,1,1,0,0,1,1,1,0,0
C319,2,Pharmaceutical,SME,249,2889.6,23,5,1,1353.12,20.3,0.887,13.25,BESCOM,147.44,60.92,107.76,172.66,0.1036,168.35,0,124.5,38.67,140.1,56.0,28.0,28.0,0,85.2,4.26,25.825436057129625,987.84,962.57,851.78,2802.19,11.25,0,0,1,0,0,0,0,0,0,0
C206,17,Textile,Mid,2744,132344.8,23,5,3,19431.27,291.47,0.965,27.84,BESCOM,2683.63,138.22,1961.49,137.28,1.886,475.14,0,1372.0,23.38,1846.9,738.8,369.4,369.4,0,746.0,37.3,21.726444565791688,17980.3,11497.3,7460.38,36937.97,13.46,0,0,0,0,0,1,0,1,0,0
C225,16,Textile,Startup,145,6128.9,23,6,1,4562.56,68.44,0.976,19.03,Adani Electricity,431.2,55.47,315.17,322.6,0.303,115.56,0,72.5,6.98,386.8,154.7,77.4,77.4,0,181.9,9.09,31.60254688451392,2889.05,3029.19,1818.71,7736.95,53.36,0,0,0,0,0,0,0,0,0,1
C321,2,Electronics,Enterprise,2948,71734.4,15,7,1,10468.87,157.03,0.969,1.44,Adani Electricity,1278.55,167.4,934.51,477.26,0.8986,387.39,0,1474.0,6.29,1206.4,482.6,241.3,241.3,0,710.1,35.51,24.804954650926874,8566.31,8460.76,7101.09,24128.16,8.18,0,1,0,0,0,1,1,1,0,0
C209,17,Textile,Mid,2387,101779.2,21,6,2,17201.6,258.02,0.888,28.07,Adani Electricity,1839.53,114.76,1344.53,133.08,1.2928,81.77,0,1193.5,36.03,1423.2,569.3,284.6,284.6,0,599.3,29.96,24.879011878829225,12324.86,10146.55,5992.7,28464.12,11.92,0,0,1,0,0,1,0,1,0,0
C065,14,Energy,SME,1457,39384.6,13,7,3,39450.37,591.76,0.948,10.43,MSEDCL,5989.69,130.91,4377.92,252.04,4.2095,179.95,0,728.5,23.2,4135.4,1654.2,827.1,827.1,0,1360.3,68.02,24.139745505067864,40130.9,28974.61,13603.05,82708.56,56.77,0,0,0,1,1,1,0,1,1,1
C382,15,Construction,Enterprise,10631,487306.0,17,7,2,73894.45,1108.42,0.859,24.18,Adani Electricity,8611.1,138.28,6293.93,464.08,6.0519,315.69,0,5315.5,28.42,6017.0,2406.8,1203.4,1203.4,0,1670.7,83.53,31.34384349652092,57694.35,45939.18,16706.89,120340.41,11.32,0,0,1,1,0,1,0,1,0,0
